name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime
Ophelia,PG-13,Drama,2018,"June 28, 2019 (United States)",6.6,8500,Claire McCarthy,Semi Chellas,Daisy Ridley,United Kingdom,12000000,242115,Covert Media,106
The Nun,R,Horror,2018,"September 7, 2018 (United States)",5.3,127000,Corin Hardy,Gary Dauberman,DemiÃ¡n Bichir,United States,22000000,365551694,Atomic Monster,96
Charlie Says,R,Biography,2018,"May 17, 2019 (United States)",5.9,3500,Mary Harron,Guinevere Turner,Hannah Murray,United States,0,98240,Epic Level Entertainment,110
The Equalizer 2,R,Action,2018,"July 20, 2018 (United States)",6.7,141000,Antoine Fuqua,Richard Wenk,Denzel Washington,United States,62000000,190400157,Columbia Pictures,121
Climax,R,Drama,2018,"September 19, 2018 (France)",7,57000,Gaspar NoÃ©,Gaspar NoÃ©,Sofia Boutella,France,0,2027391,Rectangle Productions,97
The Commuter,PG-13,Action,2018,"January 12, 2018 (United States)",6.3,107000,Jaume Collet-Serra,Byron Willinger,Liam Neeson,United States,30000000,119942387,StudioCanal,104
Game Night,R,Action,2018,"February 23, 2018 (United States)",6.9,215000,John Francis Daley,Mark Perez,Jason Bateman,United States,37000000,117679066,Access Entertainment,100
Red Joan,R,Biography,2018,"April 19, 2019 (United Kingdom)",6.4,11000,Trevor Nunn,Lindsay Shapero,Judi Dench,United Kingdom,0,10647493,Trademark Films,101
Tag,R,Action,2018,"June 15, 2018 (United States)",6.5,121000,Jeff Tomsic,Rob McKittrick,Jeremy Renner,United States,28000000,78130625,Broken Road Productions,100
The Hate U Give,PG-13,Crime,2018,"October 19, 2018 (United States)",7.5,33000,George Tillman Jr.,Audrey Wells,Amandla Stenberg,United States,23000000,34934009,Fox 2000 Pictures,133
Bad Times at the El Royale,R,Crime,2018,"October 12, 2018 (United States)",7.1,135000,Drew Goddard,Drew Goddard,Jeff Bridges,United States,32000000,31882724,Goddard Textiles,141
Isle of Dogs,PG-13,Animation,2018,"April 13, 2018 (United States)",7.9,147000,Wes Anderson,Wes Anderson,Bryan Cranston,Germany,0,64337744,Indian Paintbrush,101
Fantastic Beasts: The Crimes of Grindelwald,PG-13,Adventure,2018,"November 16, 2018 (United States)",6.5,234000,David Yates,J.K. Rowling,Eddie Redmayne,United Kingdom,200000000,654855901,Heyday Films,134
Hunter Killer,R,Action,2018,"October 26, 2018 (United States)",6.6,58000,Donovan Marsh,Arne Schmidt,Gerard Butler,United Kingdom,40000000,31676128,Hunter Killer Productions,121
The Mule,R,Crime,2018,"December 14, 2018 (United States)",7,121000,Clint Eastwood,Nick Schenk,Clint Eastwood,United States,50000000,174804407,Warner Bros.,116
The Clovehitch Killer,Unrated,Crime,2018,"November 16, 2018 (United States)",6.6,21000,Duncan Skiles,Christopher Ford,Dylan McDermott,United States,0,167994,End Cue,109
Robin Hood,PG-13,Action,2018,"November 21, 2018 (United States)",5.3,68000,Otto Bathurst,Ben Chandler,Taron Egerton,United States,100000000,86493046,Summit Entertainment,116
Beautiful Boy,R,Biography,2018,"October 25, 2018 (Israel)",7.3,59000,Felix van Groeningen,Luke Davies,Steve Carell,United States,25000000,16636604,Amazon Studios,120
CapharnaÃ¼m,R,Drama,2018,"September 20, 2018 (Lebanon)",8.4,71000,Nadine Labaki,Nadine Labaki,Zain Al Rafeea,Lebanon,4000000,64417003,Mooz Films,126
Adrift,PG-13,Action,2018,"June 1, 2018 (United States)",6.6,50000,Baltasar KormÃ¡kur,Aaron Kandell,Shailene Woodley,Hong Kong,35000000,59945012,Huayi Brothers,96
"Love, Simon",PG-13,Comedy,2018,"March 16, 2018 (United States)",7.6,104000,Greg Berlanti,Becky Albertalli,Nick Robinson,United States,17000000,66316289,Fox 2000 Pictures,110
Mary Poppins Returns,PG,Comedy,2018,"December 19, 2018 (United States)",6.7,80000,Rob Marshall,P.L. Travers,Emily Blunt,United States,130000000,349546142,Lucamar Productions,130
Leave No Trace,PG,Adventure,2018,"June 29, 2018 (United Kingdom)",7.2,54000,Debra Granik,Debra Granik,Thomasin McKenzie,United States,0,7682928,BRON Studios,109
Bumblebee,PG-13,Action,2018,"December 21, 2018 (United States)",6.7,147000,Travis Knight,Christina Hodson,Hailee Steinfeld,China,135000000,467989645,Hasbro,114
Vice,R,Biography,2018,"December 25, 2018 (United States)",7.2,130000,Adam McKay,Adam McKay,Christian Bale,United States,60000000,76073488,Annapurna Pictures,132
Hotel Transylvania 3: Summer Vacation,PG,Animation,2018,"July 13, 2018 (United States)",6.3,62000,Genndy Tartakovsky,Genndy Tartakovsky,Adam Sandler,United States,80000000,528583774,Sony Pictures Animation,97
Mile 22,R,Action,2018,"August 17, 2018 (United States)",6.1,72000,Peter Berg,Graham Roland,Mark Wahlberg,United States,50000000,66308758,STX Entertainment,94
Peter Rabbit,PG,Animation,2018,"February 9, 2018 (United States)",6.6,38000,Will Gluck,Rob Lieber,James Corden,United States,50000000,351496066,Columbia Pictures,95
12 Strong,R,Action,2018,"January 19, 2018 (United States)",6.6,72000,Nicolai Fuglsig,Ted Tally,Chris Hemsworth,United States,35000000,67450815,Alcon Entertainment,130
The Spy Who Dumped Me,R,Action,2018,"August 3, 2018 (United States)",6.1,72000,Susanna Fogel,Susanna Fogel,Justin Theroux,Canada,40000000,75339459,BRON Studios,117
Upgrade,R,Action,2018,"June 1, 2018 (United States)",7.5,168000,Leigh Whannell,Leigh Whannell,Logan Marshall-Green,United States,5000000,16706680,Goalpost Pictures,100
Mary Queen of Scots,R,Biography,2018,"December 21, 2018 (United States)",6.3,45000,Josie Rourke,Beau Willimon,Saoirse Ronan,United Kingdom,25000000,46712809,Focus Features,124
Ralph Breaks the Internet,PG,Animation,2018,"November 21, 2018 (United States)",7,140000,Phil Johnston,Phil Johnston,John C. Reilly,United States,175000000,529323962,Walt Disney Animation Studios,112
Overlord,R,Action,2018,"November 9, 2018 (United States)",6.6,91000,Julius Avery,Billy Ray,Jovan Adepo,United States,38000000,41657844,Bad Robot,110
Tomb Raider,PG-13,Action,2018,"March 16, 2018 (United States)",6.3,197000,Roar Uthaug,Geneva Robertson-Dworet,Alicia Vikander,United Kingdom,94000000,274650803,Warner Bros.,119
The Girl in the Spider's Web,R,Action,2018,"November 9, 2018 (United States)",6.1,44000,Fede Alvarez,David Lagercrantz,Claire Foy,Germany,43000000,35164920,Columbia Pictures,115
Mortal Engines,PG-13,Action,2018,"December 14, 2018 (United States)",6.1,115000,Christian Rivers,Fran Walsh,Hera Hilmar,United States,100000000,83869818,Media Rights Capital (MRC),128
Maze Runner: The Death Cure,PG-13,Action,2018,"January 26, 2018 (United States)",6.3,121000,Wes Ball,T.S. Nowlin,Dylan O'Brien,United States,62000000,288175335,Gotham Group,143
First Man,PG-13,Biography,2018,"October 12, 2018 (United States)",7.3,176000,Damien Chazelle,Josh Singer,Ryan Gosling,United States,59000000,105713218,Universal Pictures,141
Creed II,PG-13,Drama,2018,"November 21, 2018 (United States)",7.1,111000,Steven Caple Jr.,Juel Taylor,Michael B. Jordan,United States,50000000,214215889,Metro-Goldwyn-Mayer (MGM),130
Rampage,PG-13,Action,2018,"April 13, 2018 (United States)",6.1,151000,Brad Peyton,Ryan Engle,Dwayne Johnson,United States,120000000,428028233,New Line Cinema,107
Everybody Knows,R,Crime,2018,"February 8, 2019 (United States)",6.9,31000,Asghar Farhadi,Asghar Farhadi,PenÃ©lope Cruz,Spain,0,19176163,Memento Films Production,133
Mid90s,R,Comedy,2018,"October 26, 2018 (United States)",7.4,54000,Jonah Hill,Jonah Hill,Sunny Suljic,United States,10000000,9303022,A24,85
Replicas,PG-13,Drama,2018,"January 11, 2019 (United States)",5.5,34000,Jeffrey Nachmanoff,Chad St. John,Keanu Reeves,United Kingdom,30000000,9330075,Company Films,107
Widows,R,Crime,2018,"November 16, 2018 (United States)",6.9,91000,Steve McQueen,Gillian Flynn,Viola Davis,United Kingdom,42000000,75984700,New Regency Productions,129
Burning,Not Rated,Drama,2018,"May 17, 2018 (South Korea)",7.5,54000,Chang-dong Lee,Jungmi Oh,Yoo Ah-in,South Korea,0,7578063,Pine House Film,148
Searching,PG-13,Drama,2018,"August 31, 2018 (United States)",7.6,148000,Aneesh Chaganty,Aneesh Chaganty,John Cho,United States,880000,75462037,Screen Gems,102
Life Itself,R,Drama,2018,"September 21, 2018 (United States)",6.9,19000,Dan Fogelman,Dan Fogelman,Oscar Isaac,United States,10000000,7997774,FilmNation Entertainment,117
Blockers,R,Comedy,2018,"April 6, 2018 (United States)",6.2,74000,Kay Cannon,Brian Kehoe,Leslie Mann,United States,21000000,94019120,Point Grey Pictures,102
The Strangers: Prey at Night,R,Horror,2018,"March 9, 2018 (United States)",5.2,28000,Johannes Roberts,Bryan Bertino,Christina Hendricks,United States,5000000,31039126,Aviron Pictures,85
Peppermint,R,Action,2018,"September 7, 2018 (United States)",6.5,60000,Pierre Morel,Chad St. John,Jennifer Garner,Hong Kong,25000000,53918723,STX Films,101
High Life,R,Adventure,2018,"April 12, 2019 (United States)",5.8,31000,Claire Denis,Claire Denis,Robert Pattinson,France,0,2133033,Alcatraz Films,113
Every Day,PG-13,Drama,2018,"February 23, 2018 (United States)",6.5,20000,Michael Sucsy,Jesse Andrews,Angourie Rice,Canada,4900000,10421847,Likely Story,97
Operation Finale,PG-13,Biography,2018,"August 29, 2018 (United States)",6.6,36000,Chris Weitz,Matthew Orton,Oscar Isaac,United States,24000000,17612099,Metro-Goldwyn-Mayer (MGM),122
Shoplifters,R,Crime,2018,"November 23, 2018 (United States)",7.9,68000,Hirokazu Koreeda,Hirokazu Koreeda,Lily Franky,Japan,0,67999335,AOI Promotion,121
Blindspotting,R,Comedy,2018,"July 27, 2018 (United States)",7.4,29000,Carlos LÃ³pez Estrada,Rafael Casal,Daveed Diggs,United States,0,5006989,Snoot Entertainment,95
The Sisters Brothers,R,Crime,2018,"October 19, 2018 (United States)",7,58000,Jacques Audiard,Jacques Audiard,John C. Reilly,France,38000000,13143056,Why Not Productions,122
The Nightingale,R,Adventure,2018,"August 29, 2019 (Australia)",7.3,24000,Jennifer Kent,Jennifer Kent,Aisling Franciosi,Australia,0,988687,Causeway Films,136
Greta,R,Drama,2018,"March 1, 2019 (United States)",6,30000,Neil Jordan,Ray Wright,Isabelle Huppert,Ireland,0,18653107,Sidney Kimmel Entertainment,98
I Feel Pretty,PG-13,Comedy,2018,"April 20, 2018 (United States)",5.5,51000,Abby Kohn,Abby Kohn,Amy Schumer,China,32000000,94539426,Huayi Brothers Pictures,110
Hotel Artemis,R,Action,2018,"June 8, 2018 (United States)",6.1,49000,Drew Pearce,Drew Pearce,Jodie Foster,United Kingdom,15000000,13313581,The Ink Factory,94
Slender Man,PG-13,Horror,2018,"August 10, 2018 (United States)",3.2,30000,Sylvain White,David Birke,Joey King,United States,10000000,51738549,Screen Gems,93
Trial by Fire,R,Biography,2018,"May 17, 2019 (United States)",7,7200,Edward Zwick,Geoffrey Fletcher,Jack O'Connell,United States,0,148504,Flashlight Films,127
American Woman,R,Drama,2018,"June 14, 2019 (United States)",6.8,5800,Jake Scott,Brad Ingelsby,Sienna Miller,United Kingdom,0,245416,Romulus Entertainment,111
Book Club,PG-13,Comedy,2018,"May 18, 2018 (United States)",6.1,26000,Bill Holderman,Bill Holderman,Diane Keaton,United States,10000000,104438188,Apartment Story,104
Slaughterhouse Rulez,R,Action,2018,"May 17, 2019 (United States)",5.3,13000,Crispian Mills,Crispian Mills,Jassa Ahluwalia,United Kingdom,0,730762,Catalyst Global Media,104
Sorry to Bother You,R,Comedy,2018,"July 13, 2018 (United States)",6.9,69000,Boots Riley,Boots Riley,LaKeith Stanfield,United States,3200000,18170707,Cinereach,112
Pacific Rim: Uprising,PG-13,Action,2018,"March 23, 2018 (United States)",5.6,110000,Steven S. DeKnight,Steven S. DeKnight,John Boyega,United Kingdom,150000000,290930148,Legendary Entertainment,111
Holmes & Watson,PG-13,Comedy,2018,"December 25, 2018 (United States)",3.8,33000,Etan Cohen,Etan Cohen,Will Ferrell,United States,42000000,40466970,Columbia Pictures,90
The Darkest Minds,PG-13,Action,2018,"August 3, 2018 (United States)",5.7,30000,Jennifer Yuh Nelson,Chad Hodge,Amandla Stenberg,United States,34000000,41142379,21 Laps Entertainment,104
Cold War,R,Drama,2018,"June 8, 2018 (Poland)",7.6,52000,Pawel Pawlikowski,Pawel Pawlikowski,Joanna Kulig,Poland,0,20343051,Opus Film,89
Truth or Dare,PG-13,Horror,2018,"April 13, 2018 (United States)",5.2,50000,Jeff Wadlow,Michael Reisz,Lucy Hale,United States,3500000,95330710,Blumhouse Productions,100
Alpha,PG-13,Action,2018,"August 17, 2018 (United States)",6.7,58000,Albert Hughes,Daniele Sebastian Wiedenhaupt,Kodi Smit-McPhee,United States,51000000,98203196,Studio 8,96
At Eternity's Gate,PG-13,Biography,2018,"February 15, 2019 (France)",6.9,31000,Julian Schnabel,Jean-Claude CarriÃ¨re,Willem Dafoe,Ireland,0,11473638,CBS Films,111
Overboard,PG-13,Comedy,2018,"May 4, 2018 (United States)",6,36000,Rob Greenberg,Bob Fisher,Eugenio Derbez,United States,12000000,91244913,Metro-Goldwyn-Mayer (MGM),112
Summer of 84,Not Rated,Drama,2018,"August 10, 2018 (United States)",6.7,36000,FranÃ§ois Simard,Matt Leslie,Graham Verchere,Canada,0,42027,Brightlight Pictures,105
Arctic,PG-13,Adventure,2018,"January 31, 2019 (Denmark)",6.8,46000,Joe Penna,Joe Penna,Mads Mikkelsen,Iceland,2000000,4165776,Armory Films,98
A Wrinkle in Time,PG,Adventure,2018,"March 9, 2018 (United States)",4.2,42000,Ava DuVernay,Jennifer Lee,Storm Reid,United States,100000000,132675864,Legend3D,109
London Fields,R,Crime,2018,"October 26, 2018 (United States)",4,7800,Mathew Cullen,Roberta Hanley,Amber Heard,United Kingdom,8000000,487420,Muse Productions,118
Andhadhun,Not Rated,Crime,2018,"October 5, 2018 (United States)",8.2,79000,Sriram Raghavan,Arijit Biswas,Ayushmann Khurrana,India,4500000,62475342,Matchbox Pictures,139
Hotel Mumbai,R,Action,2018,"March 29, 2019 (United States)",7.6,57000,Anthony Maras,John Collee,Dev Patel,Australia,0,21315827,India Take One Productions,123
Life of the Party,PG-13,Comedy,2018,"May 11, 2018 (United States)",5.6,35000,Ben Falcone,Melissa McCarthy,Melissa McCarthy,United States,30000000,65859911,New Line Cinema,105
American Animals,R,Biography,2018,"August 14, 2018 (United States)",7,41000,Bart Layton,Bart Layton,Spencer Reinhard,United Kingdom,0,4080073,Film4,116
The House with a Clock in Its Walls,PG,Comedy,2018,"September 21, 2018 (United States)",6.1,48000,Eli Roth,John Bellairs,Jack Black,United States,42000000,131523093,DreamWorks,105
Brian Banks,PG-13,Biography,2018,"August 9, 2019 (United States)",7.2,5400,Tom Shadyac,Doug Atchison,Aldis Hodge,United States,10000000,4376819,ShivHans Pictures,99
Gotti,R,Biography,2018,"June 14, 2018 (Hungary)",4.7,14000,Kevin Connolly,Leo Rossi,John Travolta,Canada,10000000,6412349,Emmett/Furla/Oasis Films (EFO Films),112
Christopher Robin,PG,Adventure,2018,"August 3, 2018 (United States)",7.3,72000,Marc Forster,A.A. Milne,Ewan McGregor,United Kingdom,75000000,197744377,2DUXÂ²,104
Destroyer,R,Action,2018,"December 27, 2018 (Israel)",6.2,27000,Karyn Kusama,Phil Hay,Nicole Kidman,United States,9000000,5580940,Annapurna Pictures,121
We Have Always Lived in the Castle,Not Rated,Drama,2018,"May 17, 2019 (United States)",5.6,6100,Stacie Passon,Mark Kruger,Taissa Farmiga,United States,0,62567,Mighty Engine,90
The Miseducation of Cameron Post,Not Rated,Drama,2018,"September 7, 2018 (United Kingdom)",6.6,20000,Desiree Akhavan,Desiree Akhavan,ChloÃ« Grace Moretz,United States,0,1474577,Beachside Films,91
Insidious: The Last Key,PG-13,Horror,2018,"January 5, 2018 (United States)",5.7,55000,Adam Robitel,Leigh Whannell,Lin Shaye,United States,10000000,167885588,Blumhouse Productions,103
Mary Magdalene,R,Biography,2018,"March 16, 2018 (United Kingdom)",5.9,9300,Garth Davis,Helen Edmundson,Rooney Mara,United Kingdom,0,11710110,See-Saw Films,120
"Don't Worry, He Won't Get Far on Foot",R,Biography,2018,"April 4, 2018 (France)",6.9,24000,Gus Van Sant,John Callahan,Joaquin Phoenix,France,0,4241656,Amazon Studios,114
Can You Ever Forgive Me?,R,Biography,2018,"November 2, 2018 (South Africa)",7.1,49000,Marielle Heller,Nicole Holofcener,Melissa McCarthy,United States,10000000,12442161,Archer Gray,106
Unsane,R,Drama,2018,"March 23, 2018 (United States)",6.4,42000,Steven Soderbergh,Jonathan Bernstein,Claire Foy,United States,1500000,14293601,Fingerprint Releasing,98
Boy Erased,R,Biography,2018,"November 8, 2018 (Australia)",6.9,35000,Joel Edgerton,Garrard Conley,Lucas Hedges,Australia,11000000,11853081,Focus Features,115
Johnny English Strikes Again,PG,Action,2018,"October 26, 2018 (United States)",6.2,67000,David Kerr,William Davies,Rowan Atkinson,United Kingdom,25000000,158972499,Universal Pictures,89
Skyscraper,PG-13,Action,2018,"July 13, 2018 (United States)",5.8,111000,Rawson Marshall Thurber,Rawson Marshall Thurber,Dwayne Johnson,United States,125000000,304868961,Legendary Entertainment,102
Wildlife,PG-13,Drama,2018,"January 1, 2019 (United States)",6.8,26000,Paul Dano,Paul Dano,Ed Oxenbould,United States,0,3321367,June Pictures,105
The Old Man & the Gun,PG-13,Biography,2018,"October 19, 2018 (United States)",6.7,42000,David Lowery,David Lowery,Robert Redford,United States,0,17860397,Fox Searchlight Pictures,93
Forever My Girl,PG,Comedy,2018,"January 19, 2018 (United States)",6.7,16000,Bethany Ashton Wolf,Bethany Ashton Wolf,Alex Roe,United States,3500000,16376066,LD Entertainment,108
On the Basis of Sex,PG-13,Biography,2018,"January 11, 2019 (United States)",7.1,31000,Mimi Leder,Daniel Stiepleman,Felicity Jones,United States,20000000,38755900,Alibaba Pictures,120
I Want to Eat Your Pancreas,Not Rated,Animation,2018,"September 1, 2018 (Japan)",8,11000,Shin'ichirÃ´ Ushijima,Yoru Sumino,Mahiro Takasugi,Japan,0,33748006,ABC Animation,109
The Man Who Killed Don Quixote,Not Rated,Adventure,2018,"May 19, 2018 (France)",6.4,17000,Terry Gilliam,Terry Gilliam,JosÃ© Luis Ferrer,Spain,0,2390383,Alacran Pictures,132
The Catcher Was a Spy,R,Biography,2018,"June 22, 2018 (United States)",6.2,8500,Ben Lewin,Robert Rodat,Paul Rudd,United States,14000000,953953,PalmStar Media,94
Welcome to Marwen,PG-13,Biography,2018,"December 21, 2018 (United States)",6.2,21000,Robert Zemeckis,Robert Zemeckis,Steve Carell,Japan,39000000,13061491,Universal Pictures,116
Bad Samaritan,R,Crime,2018,"May 4, 2018 (United States)",6.5,21000,Dean Devlin,Brandon Boyce,David Tennant,United States,0,4623836,Electric Entertainment,110
Border,R,Crime,2018,"October 26, 2018 (United States)",7,26000,Ali Abbasi,John Ajvide Lindqvist,Eva Melander,Sweden,0,2177678,Meta Film Stockholm,110
Gringo,R,Action,2018,"March 9, 2018 (United States)",6.1,28000,Nash Edgerton,Anthony Tambakis,Joel Edgerton,Australia,0,11001627,Amazon Studios,111
Assassination Nation,R,Action,2018,"September 21, 2018 (United States)",6,17000,Sam Levinson,Sam Levinson,Odessa Young,United States,7000000,2584988,BRON Studios,108
Unfriended: Dark Web,R,Horror,2018,"July 20, 2018 (United States)",6,29000,Stephen Susco,Stephen Susco,Colin Woodell,United States,1000000,16024987,Bazelevs Production,92
The Nutcracker and the Four Realms,PG,Adventure,2018,"November 2, 2018 (United States)",5.6,30000,Lasse HallstrÃ¶m,Ashleigh Powell,Mackenzie Foy,United States,120000000,173961069,Walt Disney Pictures,99
Little Italy,R,Comedy,2018,"September 21, 2018 (United States)",5.7,13000,Donald Petrie,Steve Galluccio,Emma Roberts,Canada,0,1362536,Firsttake Entertainment,102
The Happytime Murders,R,Action,2018,"August 24, 2018 (United States)",5.4,26000,Brian Henson,Todd Berger,Melissa McCarthy,United States,40000000,27506452,STX Entertainment,91
Tully,R,Comedy,2018,"May 4, 2018 (United States)",7,55000,Jason Reitman,Diablo Cody,Charlize Theron,United States,13000000,15636462,BRON Studios,95
Night School,PG-13,Comedy,2018,"September 28, 2018 (United States)",5.6,38000,Malcolm D. Lee,Kevin Hart,Kevin Hart,United States,29000000,103105878,Hartbeat Productions,111
Lords of Chaos,R,Biography,2018,"February 8, 2019 (United States)",6.6,13000,Jonas Ã…kerlund,Dennis Magnusson,Rory Culkin,United Kingdom,0,365353,Proton Cinema,118
Smallfoot,PG,Animation,2018,"September 28, 2018 (United States)",6.6,36000,Karey Kirkpatrick,Karey Kirkpatrick,Channing Tatum,United States,80000000,214040103,Warner Animation Group,96
Hell Fest,R,Horror,2018,"September 28, 2018 (United States)",5.5,15000,Gregory Plotkin,Seth M. Sherwood,Cynthea Mercado,United States,5500000,18160930,CBS Films,89
A Private War,R,Biography,2018,"November 16, 2018 (United States)",6.7,18000,Matthew Heineman,Arash Amel,Rosamund Pike,United Kingdom,0,3915207,Acacia Filmed Entertainment,110
Second Act,PG-13,Comedy,2018,"December 21, 2018 (United States)",5.8,24000,Peter Segal,Justin Zackham,Jennifer Lopez,United States,16000000,72294066,Huayi Brothers,103
Uncle Drew,PG-13,Comedy,2018,"June 29, 2018 (United States)",5.8,13000,Charles Stone III,Jay Longino,Kyrie Irving,United States,19000000,46664414,Summit Entertainment,103
Wild Rose,R,Comedy,2018,"June 21, 2019 (United States)",7.2,12000,Tom Harper,Nicole Taylor,Jessie Buckley,United Kingdom,0,7123449,BFI Film Fund,101
The Possession of Hannah Grace,R,Horror,2018,"November 30, 2018 (United States)",5.2,20000,Diederik Van Rooijen,Brian Sieve,Shay Mitchell,United States,7700000,43016528,Screen Gems,86
If Beale Street Could Talk,R,Drama,2018,"December 25, 2018 (United States)",7.1,45000,Barry Jenkins,Barry Jenkins,KiKi Layne,United States,12000000,20596567,Annapurna Pictures,119
Out of Blue,Unrated,Crime,2018,"March 22, 2019 (United States)",4.8,1700,Carol Morley,Martin Amis,Mamie Gummer,United Kingdom,0,242847,Cannon and Morley Productions,109
The Grinch,PG,Animation,2018,"November 9, 2018 (United States)",6.3,58000,Yarrow Cheney,Michael LeSieur,Benedict Cumberbatch,France,75000000,512492755,Universal Pictures,85
Colette,R,Biography,2018,"December 20, 2018 (Netherlands)",6.7,21000,Wash Westmoreland,Richard Glatzer,Keira Knightley,United Kingdom,0,14273033,Number 9 Films,111
Winchester,PG-13,Biography,2018,"February 2, 2018 (United States)",5.5,32000,Michael Spierig,Tom Vaughan,Helen Mirren,Australia,3500000,44019588,CBS Films,99
The 15:17 to Paris,PG-13,Biography,2018,"February 9, 2018 (United States)",5.3,30000,Clint Eastwood,Dorothy Blyskal,Alek Skarlatos,United States,30000000,57076286,Warner Bros.,94
Action Point,R,Comedy,2018,"June 1, 2018 (United States)",5.1,11000,Tim Kirkby,John Altschuler,Johnny Knoxville,United States,19000000,5103663,Paramount Pictures,85
"Juliet, Naked",R,Comedy,2018,"August 17, 2018 (United States)",6.6,21000,Jesse Peretz,Evgenia Peretz,Chris O'Dowd,United States,0,4511157,Los Angeles Media Fund (LAMF),97
The Guilty,R,Crime,2018,"October 19, 2018 (United States)",7.5,48000,Gustav MÃ¶ller,Gustav MÃ¶ller,Jakob Cedergren,Denmark,0,4598051,Nordisk Film / SPRING,85
Never Look Away,R,Biography,2018,"October 3, 2018 (Germany)",7.7,18000,Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck,Tom Schilling,Germany,0,6193234,Pergamon Film,189
Vox Lux,R,Drama,2018,"December 20, 2018 (Kuwait)",5.8,17000,Brady Corbet,Brady Corbet,Natalie Portman,United States,0,1399272,Bold Films,114
The Wind,R,Horror,2018,"April 5, 2019 (United States)",5.6,6800,Emma Tammi,Teresa Sutherland,Caitlin Gerard,United States,0,130974,Soapbox Films,88
Super Troopers 2,R,Comedy,2018,"April 20, 2018 (United States)",6.1,25000,Jay Chandrasekhar,Jay Chandrasekhar,Jay Chandrasekhar,United States,13500000,31626386,Votiv Films,99
Summer '03,Not Rated,Comedy,2018,"December 20, 2018 (Russia)",5.5,2900,Becca Gleason,Becca Gleason,Joey King,United States,0,11746,Big Cat Productions,95
An Acceptable Loss,R,Drama,2018,"January 18, 2019 (United States)",5.4,1200,Joe Chappelle,Joe Chappelle,Tika Sumpter,United States,0,32427,CorradoMooncoin,102
The Death & Life of John F. Donovan,R,Drama,2018,"December 13, 2019 (United States)",6.2,5900,Xavier Dolan,Xavier Dolan,Kit Harington,Canada,35000000,3326364,Lyla Films,123
Duck Butter,Not Rated,Comedy,2018,"April 27, 2018 (United States)",5.3,3500,Miguel Arteta,Miguel Arteta,Alia Shawkat,United States,0,6877,Duplass Brothers Productions,93
The Little Mermaid,PG,Adventure,2018,"August 17, 2018 (United States)",4.3,8500,Blake Harris,Blake Harris,William Moseley,United States,0,2614006,Conglomerate Media,85
Padmaavat,Not Rated,Drama,2018,"January 25, 2018 (India)",7,29000,Sanjay Leela Bhansali,Prakash Kapadia,Deepika Padukone,India,0,60508780,Bhansali Productions,164
Stan & Ollie,PG,Biography,2018,"January 11, 2019 (United Kingdom)",7.2,34000,Jon S. Baird,Jeff Pope,Steve Coogan,United Kingdom,10000000,24420923,Entertainment One,98
SuperFly,R,Action,2018,"June 13, 2018 (United States)",5.2,6500,Director X.,Alex Tse,Trevor Jackson,United States,16000000,20780685,Columbia Pictures,116
Early Man,PG,Animation,2018,"February 16, 2018 (United States)",6.1,21000,Nick Park,Mark Burton,Eddie Redmayne,France,50000000,54622814,Summit Entertainment,89
I Can Only Imagine,PG,Biography,2018,"March 16, 2018 (United States)",7.3,15000,Andrew Erwin,Bart Millard,J. Michael Finley,United States,7000000,86086881,Kevin Downes Productions,110
The Hummingbird Project,R,Drama,2018,"March 22, 2019 (Canada)",6.2,13000,Kim Nguyen,Kim Nguyen,Jesse Eisenberg,Canada,0,878199,Item 7,111
Dragon Ball Super: Broly,PG,Animation,2018,"January 16, 2019 (United States)",7.8,24000,Tatsuya Nagamine,Akira Toriyama,Masako Nozawa,Japan,8500000,115757940,Toei Company,100
Gloria Bell,R,Comedy,2018,"March 22, 2019 (United States)",6.3,10000,SebastiÃ¡n Lelio,Alice Johnson Boher,Julianne Moore,Chile,0,11145006,Fabula,102
Kin,PG-13,Action,2018,"August 31, 2018 (United States)",5.8,16000,Jonathan Baker,Jonathan Baker,Myles Truitt,United States,30000000,10313019,Summit Entertainment,102
Aniara,R,Drama,2018,"May 17, 2019 (United States)",6.3,7400,Pella Kagerman,Pella Kagerman,Emelie Garbers,Sweden,0,40124,Film Capital Stockholm,106
Becoming Astrid,NA,Biography,2018,"September 14, 2018 (Sweden)",7.1,5300,Pernille Fischer Christensen,Kim Fupz Aakeson,Alba August,Sweden,0,962653,Nordisk Film Production Sverige AB,123
Goosebumps 2: Haunted Halloween,PG,Animation,2018,"October 12, 2018 (United States)",5.6,19000,Ari Sandel,Rob Lieber,Wendi McLendon-Covey,United States,35000000,93320380,Sony Pictures Animation,90
The Quake,PG-13,Action,2018,"December 14, 2018 (United States)",6.2,11000,John Andreas Andersen,John KÃ¥re Raake,Kristoffer Joner,Norway,0,13837294,Fantefilm,106
Nobody's Fool,R,Comedy,2018,"November 2, 2018 (United States)",4.9,7000,Tyler Perry,Tyler Perry,Tiffany Haddish,United States,19000000,33705333,BET Films,110
7 Days in Entebbe,PG-13,Action,2018,"March 16, 2018 (United States)",5.8,15000,JosÃ© Padilha,Gregory Burke,Batsheva Dance Company,United Kingdom,0,8771432,Participant,107
